"National Center for Education Statistics ",,,,,,,,,,,,,,,,,,,,,,,,,
"National Center for Education Statistics",,,,,,,,,,,,,,,,,,,,,,,,,
"CCD public school data 2010-2011, 2011-2012 school years",,,,,,,,,,,,,,,,,,,,,,,,,
"The file contains (1618) records based on your search.",,,,,,,,,,,,,,,,,,,,,,,,,
"NOTES:
* denotes a column with data from 2010-2011
[ † ] indicates that the data are not applicable. For example, the enrollment and staff characteristics for schools that opened in the 2011-2012 school year will not be available until the full 2011-2012 file is released.
10174000602,17,101740,34,"PK",6,"ABBEVILLE ELEM SCH","HENRY COUNTY","HENRY COUNTY","100 ELM ST","ABBEVILLE","AL",36310,2413,3345853679,42,"Rural: Distant","†","No","Yes","Yes",546,22,24.8,397,47
10174000600,20,101740,34,7,12,"ABBEVILLE HIGH SCH","HENRY COUNTY","HENRY COUNTY","411 GRABALL CUTOFF","ABBEVILLE","AL",36310,519,3345852065,42,"Rural: Distant","†","No","Yes","Yes",534,29,18.4,357,41
10351001342,10,103510,66,"PK",6,"ABC ELEM","WILCOX COUNTY","WILCOX COUNTY","P O BOX 129","ALBERTA","AL",36720,145,3345732550,43,"Rural: Remote","†","No","Yes","Yes",188,12,15.7,170,0
10033001479,15,100330,113,"PK",6,"ABRAMS ELEM SCH","BESSEMER CITY","JEFFERSON COUNTY","1200 23RD ST N","BESSEMER","AL",35020,3443,2054323100,21,"Suburb: Large","†","No","Yes","Yes",516,38.2,13.5,498,1
10180000620,25,101800,159,"PK",8,"ACAD FOR ACADEMICS & ARTS","HUNTSVILLE CITY","MADISON COUNTY","2800 POPLAR ST NW","HUNTSVILLE","AL",35816,3230,2564287600,12,"City: Midsize","†","Yes","No","†",434,50.3,8.6,106,21
10180000624,80,101800,159,"KG",8,"ACAD FOR SCIENCE & FOREIGN LANGUAGE","HUNTSVILLE CITY","MADISON COUNTY","3221 MASTIN LAKE RD","HUNTSVILLE","AL",35810,2823,2564287000,12,"City: Midsize","†","Yes","No","†",441,48.9,9,234,35
10162001665,85,101620,144,"PK",5,"ADAMS ELEM SCH","GADSDEN CITY","ETOWAH COUNTY","919 RALEY ST","GADSDEN","AL",35903,2027,2564924952,13,"City: Small","†","No","Yes","Yes",365,29.83,12.2,317,13
10192000681,30,101920,37,"KG",5,"ADAMSVILLE ELEM SCH","JEFFERSON COUNTY","JEFFERSON COUNTY","600 HAZELWOOD ROAD","ADAMSVILLE","AL",35005,1829,2053792400,21,"Suburb: Large","†","No","Yes","Yes",347,28.6,12.1,217,33
10358001463,15,103580,67,"KG",6,"ADDISON ELEM SCH","WINSTON COUNTY","WINSTON COUNTY","P O BOX 660","ADDISON","AL",35540,660,2567471665,43,"Rural: Remote","†","No","Yes","Yes",361,24.79,14.6,170,46
10358001356,10,103580,67,7,12,"ADDISON HIGH SCH","WINSTON COUNTY","WINSTON COUNTY","P O BOX 240","ADDISON","AL",35540,240,2057472286,42,"Rural: Distant","†","No","No","†",294,18.4,16,115,40
10039001296,3000,100390,114,"KG",12,"ADOLESCENT DAY TREATMENT","BIRMINGHAM CITY","JEFFERSON COUNTY","1632 7TH AVE S","BIRMINGHAM","AL",35233,,2059341241,12,"City: Midsize","†","No","No","†",3,"–","†",0,0
10318001209,10,103180,61,"KG",4,"AH WATWOOD ELEM SCH","TALLADEGA COUNTY","TALLADEGA COUNTY","2000 LIMBAUGH BLVD","CHILDERSBURG","AL",35044,2099,2563155460,32,"Town: Distant","†","No","Yes","Yes",352,30.04,11.7,261,22
10129002147,42,101290,26,3,4,"AIRPORT ROAD INTERMEDIATE SCH","ELMORE COUNTY","ELMORE COUNTY","384 BLACKMON FARM LANE","COOSADA","AL",36020,,3342852115,31,"Town: Fringe","†","No","Yes","Yes",625,32,19.5,282,45
10171002165,27,101710,33,"†","†","AKRON COMM SCHOOL","HALE COUNTY","†","PO BOX 38 141 COLLEGE ST","AKRON","AL",35541,,2053723787,"†","N","†","†","†","†","†","†","†","†","†"
10000500870,10,100005,101,7,8,"ALA AVENUE MIDDLE SCH","ALBERTVILLE CITY","MARSHALL COUNTY","600 E ALABAMA AVE","ALBERTVILLE","AL",35950,2336,2568782341,32,"Town: Distant","†","No","Yes","Yes",568,35.47,16,340,28
10018302114,31,100183,709,"†","†","ALABAMA CLINICAL SCHOOL","ALABAMA CLINICAL SCHOOL","JEFFERSON COUNTY","1221 ALTON DRIVE","BIRMINGHAM","AL",35210,,3342429700,12,"City: Midsize","†","–","†","†","†",0,"†","†","†"
10000901404,9010,100009,600,"KG",12,"ALABAMA SCHOOL FOR BLIND","AL INST DEAF AND BLIND","TALLADEGA COUNTY","P O BOX 455","TALLADEGA","AL",35160,,2567613259,32,"Town: Distant","†","–","†","†","†",0,"†","†","†"
10000901403,9000,100009,600,"KG",12,"ALABAMA SCHOOL FOR DEAF","AL INST DEAF AND BLIND","TALLADEGA COUNTY","P O DRAWER 698","TALLADEGA","AL",35160,2411,2567613214,42,"Rural: Distant","†","–","†","†","†",0,"†","†","†"
10001802104,2,100018,207,7,12,"ALABAMA SCHOOL OF FINE ARTS","ALABAMA SCHOOL OF FINE ARTS","JEFFERSON COUNTY","1800 8TH AVE N","BIRMINGHAM","AL",35203,2203,2052529241,12,"City: Midsize","†","No","†","†","†",0,"†","†","†"
10000201876,1,100002,210,"†","†","ALABAMA YOUTH SERVICES","ALABAMA YOUTH SERVICES","SHELBY COUNTY","1299 HILLSBORO PARKWAY","HELENA","AL",35080,,2056825300,21,"Suburb: Large","†","No","†","†","†",0,"†","†","†"
10248001696,5,102480,52,9,12,"ALBERT P BREWER HIGH SCH","MORGAN COUNTY","MORGAN COUNTY","59 EVA RD","SOMERVILLE","AL",35670,6423,2567788634,42,"Rural: Distant","†","No","No","†",899,62.57,14.4,345,86
10248001121,6000,102480,52,10,12,"ALBERT P BREWER VOC SCH","MORGAN COUNTY","MORGAN COUNTY","59 EVA RD","SOMERVILLE","AL",35670,,2567788634,42,"Rural: Distant","†","No","†","†","†",0,"†","†","†"
10267001734,25,102670,53,"KG",6,"ALBERT TURNER SR ELEM SCH","PERRY COUNTY","PERRY COUNTY","901 PEGUES CIR","MARION","AL",36756,2115,3346836622,43,"Rural: Remote","†","No","Yes","Yes",540,38.67,14,519,0
10336001250,10,103360,200,"PK",5,"ALBERTA ELEM SCH","TUSCALOOSA CITY","TUSCALOOSA COUNTY","2700 UNIVERSITY BLVD E","TUSCALOOSA","AL",35404,3227,2057593564,13,"City: Small","†","No","Yes","Yes",365,29.15,12.5,293,23
10000500889,200,100005,101,3,4,"ALBERTVILLE ELEM SCH","ALBERTVILLE CITY","MARSHALL COUNTY","1100 HORTON RD","ALBERTVILLE","AL",35950,2532,2568786611,32,"Town: Distant","†","No","Yes","Yes",632,40,15.8,398,29
10000500871,20,100005,101,9,12,"ALBERTVILLE HIGH SCH","ALBERTVILLE CITY","MARSHALL COUNTY","402 E MCCORD AVE","ALBERTVILLE","AL",35950,2322,2568786580,32,"Town: Distant","†","No","No","†",1042,70.02,14.9,424,41
10000502150,5,100005,101,"PK",2,"ALBERTVILLE PRIMARY SCH","ALBERTVILLE CITY","MARSHALL COUNTY","1100 HORTON ROAD","ALBERTVILLE","AL",35950,,2568786611,32,"Town: Distant","†","No","Yes","Yes",864,56.16,15.4,527,28
10003000001,10,100030,102,4,12,"ALEXANDER CITY MIDDLE SCH","ALEXANDER CITY","TALLAPOOSA COUNTY","359 STATE ST","ALEXANDER CITY","AL",35010,,2562348660,33,"Town: Remote","†","No","No","†",521,32,16.3,266,31
10054001747,5,100540,8,"KG",5,"ALEXANDRIA ELEM SCH","CALHOUN COUNTY","CALHOUN COUNTY","P O BOX 121","ALEXANDRIA","AL",36250,121,2567414300,41,"Rural: Fringe","†","No","Yes","Yes",929,63.5,14.6,424,74
10054000232,10,100540,8,6,12,"ALEXANDRIA HIGH SCH","CALHOUN COUNTY","CALHOUN COUNTY","P O BOX 180","ALEXANDRIA","AL",36250,180,2567414400,23,"Suburb: Small","†","No","No","†",1024,67.2,15.2,392,89
10273001097,10,102730,54,"PK",4,"ALICEVILLE ELEM SCH","PICKENS COUNTY","PICKENS COUNTY","P O BOX 430","ALICEVILLE","AL",35442,430,2053738722,43,"Rural: Remote","†","No","Yes","Yes",334,25.6,13,316,8
10273001098,20,102730,54,9,12,"ALICEVILLE HIGH SCH","PICKENS COUNTY","PICKENS COUNTY","417 3RD ST SE","ALICEVILLE","AL",35442,,2053736378,43,"Rural: Remote","†","No","Yes","Yes",290,19.59,14.8,240,20
10273001099,30,102730,54,5,8,"ALICEVILLE MIDDLE SCH","PICKENS COUNTY","PICKENS COUNTY","1000 COLUMBUS RD","ALICEVILLE","AL",35442,536,2053736900,43,"Rural: Remote","†","No","Yes","Yes",292,18.6,15.7,261,9
10192001571,3,101920,37,1,12,"ALLAN COTT SCHOOL","JEFFERSON COUNTY","JEFFERSON COUNTY","150 GLENWOOD LN","BIRMINGHAM","AL",35242,,2059692880,41,"Rural: Fringe","†","–","†","†","†",0,"†","†","†"
10003302123,2084,100033,648,"†","†","ALLEN COTT","GLENWOOD MENTAL HEALTH SERVICE","JEFFERSON COUNTY","150 GLENWOOD LANE","BIRMINGHAM","AL",35242,,2059692880,41,"Rural: Fringe","†","–","†","†","†",0,"†","†","†"
10201000762,6000,102010,39,10,12,"ALLEN THORNTON CAREER TECH CTR","LAUDERDALE COUNTY","LAUDERDALE COUNTY","7275 HIGHWAY 72","KILLEN","AL",35645,7916,2567576932,41,"Rural: Fringe","†","No","†","†","†",0,"†","†","†"
10237000572,42,102370,49,"KG",5,"ALLENTOWN ELEM SCH","MOBILE COUNTY","MOBILE COUNTY","10330 HOWELLS FERRY RD","SEMMES","AL",36575,,2512211000,41,"Rural: Fringe","†","No","Yes","Yes",797,52,15.3,352,46
10042000670,10,100420,5,2,12,"ALLGOOD ALT SCH","BLOUNT COUNTY","BLOUNT COUNTY","45 COMMUNITY RD","ONEONTA","AL",35121,,2052749865,41,"Rural: Fringe","†","No","†","†","†",0,"†","†","†"
10237000989,136,102370,49,9,12,"ALMA BRYANT HIGH SCH","MOBILE COUNTY","MOBILE COUNTY","14001 HURRICANE BLVD","IRVINGTON","AL",36544,,2518243213,41,"Rural: Fringe","†","No","Yes","Yes",1736,97.04,17.9,844,99
10264001385,70,102640,182,7,12,"ALT LEARNING CTR","OZARK CITY","DALE COUNTY","227 FAUST AVE","OZARK","AL",36360,,3347744949,32,"Town: Distant","†","No","†","†","†",0,"†","†","†"
10288001155,5,102880,57,5,12,"ALT LEARNING CTR","RUSSELL COUNTY","RUSSELL COUNTY","P O BOX 400","PHENIX CITY","AL",36868,400,3348550513,42,"Rural: Distant","†","No","†","†","†",0,"†","†","†"
10333001395,5,103330,199,6,12,"ALT LEARNING CTR","TROY CITY","PIKE COUNTY","211 LAKE AVE","TROY","AL",36081,,3345667134,33,"Town: Remote","†","No","No","†","–",1,"†","–","–"
10114000819,20,101140,25,5,12,"ALT SCH","DEKALB COUNTY","DEKALB COUNTY","P O BOX 488","RAINSVILLE","AL",35986,,2566384131,42,"Rural: Distant","†","No","†","†","†",0,"†","†","†"
10225000852,10,102250,46,"KG",12,"AMELIA L. JOHNSON HIGH SCH","MARENGO COUNTY","MARENGO COUNTY","PO BOX 67","THOMASTON","AL",36783,67,3346273364,43,"Rural: Remote","†","No","Yes","Yes",249,23,10.8,235,4
10006001467,25,100060,104,"KG",5,"ANDALUSIA ELEM SCH","ANDALUSIA CITY","COVINGTON COUNTY","1501 WEST BYPASS","ANDALUSIA","AL",36420,,3342221224,33,"Town: Remote","†","No","Yes","Yes",823,58,14.2,465,32
10006000007,10,100060,104,9,12,"ANDALUSIA HIGH SCH","ANDALUSIA CITY","COVINGTON COUNTY","701 THIRD ST","ANDALUSIA","AL",36420,3318,3342227569,33,"Town: Remote","†","No","No","†",470,29.33,16,197,23
10006000008,20,100060,104,6,8,"ANDALUSIA MIDDLE SCH","ANDALUSIA CITY","COVINGTON COUNTY","1201 C C BAKER AVE","ANDALUSIA","AL",36421,,3342226542,33,"Town: Remote","†","No","Yes","Yes",377,30.66,12.3,178,22
10201000763,10,102010,39,"KG",9,"ANDERSON JR HIGH SCH","LAUDERDALE COUNTY","LAUDERDALE COUNTY","201 BAYLES ST","ANDERSON","AL",35610,3765,2562475673,42,"Rural: Distant","†","No","Yes","Yes",171,14.5,11.8,78,27
10237001559,35,102370,49,"PK",5,"ANNA F BOOTH ELEM SCH","MOBILE COUNTY","MOBILE COUNTY","17001 HURRICANE BLVD","IRVINGTON","AL",36544,,2518241740,41,"Rural: Fringe","†","No","Yes","Yes",569,36,15.8,427,18
10009001246,17,100090,105,7,12,"ANNISTON CITY BOOT CAMP SCH","ANNISTON CITY","CALHOUN COUNTY","4804 MCCLELLAN BLVD","ANNISTON","AL",36206,1863,2562315068,13,"City: Small","†","No","†","†","†",0,"†","†","†"
10009000011,10,100090,105,9,12,"ANNISTON HIGH SCH","ANNISTON CITY","CALHOUN COUNTY","1301 WOODSTOCK AVE","ANNISTON","AL",36207,4729,2562315010,13,"City: Small","†","No","Yes","Yes",630,39,16.2,479,36
10009001725,15,100090,105,6,8,"ANNISTON MIDDLE SCH","ANNISTON CITY","CALHOUN COUNTY","4800 MCCLELLAN BLVD","ANNISTON","AL",36206,,2562315020,13,"City: Small","†","No","Yes","Yes",460,29.1,15.8,394,18
10042000203,20,100420,5,"KG",12,"APPALACHIAN ?SCH","BLOUNT COUNTY","BLOUNT COUNTY","350 COUNTY ROAD 12","ONEONTA","AL",35121,7112,2052749712,42,"Rural: Distant","†","No","Yes","Yes",641,44.23,14.5,305,51
10010000022,10,100100,106,3,5,"ARAB ELEM SCH","ARAB CITY","MARSHALL COUNTY","241 8TH AVE NE","ARAB","AL",35016,1006,2565866085,41,"Rural: Fringe","†","No","Yes","No",536,35.86,14.9,138,30
10010000028,20,100100,106,9,12,"ARAB HIGH SCH","ARAB CITY","MARSHALL COUNTY","511 ARABIAN DR NE","ARAB","AL",35016,1160,2565866026,32,"Town: Distant","†","No","No","†",785,48.79,16.1,147,31
10010000027,30,100100,106,6,8,"ARAB JR HIGH SCH","ARAB CITY","MARSHALL COUNTY","911 OLD CULLMAN RD","ARAB","AL",35016,1702,2565866074,41,"Rural: Fringe","†","No","No","†",652,48.56,13.4,144,43
10010000025,40,100100,106,"PK",2,"ARAB PRIMARY SCH","ARAB CITY","MARSHALL COUNTY","121 MIMOSA ST NE","ARAB","AL",35016,1047,2565866005,41,"Rural: Fringe","†","No","Yes","No",563,42,13.4,179,27
10336001251,20,103360,200,"KG",5,"ARCADIA ELEM SCH","TUSCALOOSA CITY","TUSCALOOSA COUNTY","3740 ARCADIA DR","TUSCALOOSA","AL",35404,4365,2057593567,13,"City: Small","†","No","Yes","Yes",334,22.9,14.6,192,18
10210000797,10,102100,42,6,12,"ARDMORE HIGH SCH","LIMESTONE COUNTY","LIMESTONE COUNTY","30285 ARDMORE AVE","ARDMORE","AL",35739,609,2564232685,42,"Rural: Distant","†","No","No","†",943,54.79,17.2,269,72
10105000388,10,101050,23,"KG",12,"ARITON SCH","DALE COUNTY","DALE COUNTY","P O BOX 750","ARITON","AL",36311,750,3347623152,42,"Rural: Distant","†","No","Yes","Yes",681,44.06,15.5,266,49
10039001649,802,100390,114,6,8,"ARRINGTON MIDDLE SCH","BIRMINGHAM CITY","JEFFERSON COUNTY","2101 JEFFERSON AVE SW","BIRMINGHAM","AL",35211,4141,2052311130,12,"City: Midsize","†","No","Yes","Yes",332,26.5,12.5,183,4
10000600872,30,100006,48,"KG",12,"ASBURY SCH","MARSHALL COUNTY","MARSHALL COUNTY","1990 ASBURY RD","ALBERTVILLE","AL",35950,,2568784068,42,"Rural: Distant","†","No","Yes","Yes",963,66.2,14.5,709,77
10177001668,12,101770,35,"KG",6,"ASHFORD ELEM SCH","HOUSTON COUNTY","HOUSTON COUNTY","100 BARFIELD ST","ASHFORD","AL",36312,5566,3348995912,42,"Rural: Distant","†","No","Yes","Yes",834,61,13.7,499,66
10177000611,10,101770,35,7,12,"ASHFORD HIGH SCH","HOUSTON COUNTY","HOUSTON COUNTY","607 CHURCH ST","ASHFORD","AL",36312,4525,3348995411,42,"Rural: Distant","†","No","No","†",765,43.5,17.6,406,53
10075000307,10,100750,14,"KG",6,"ASHLAND ELEM SCH","CLAY COUNTY","CLAY COUNTY","P O BOX 128","ASHLAND","AL",36251,128,2563542567,42,"Rural: Distant","†","No","Yes","Yes",573,"†","†",322,68
10306201622,5,103062,58,"PK",4,"ASHVILLE ELEM SCH","ST CLAIR COUNTY","ST. CLAIR COUNTY","33225 HIGHWAY 231","ASHVILLE","AL",35953,5841,2055945242,42,"Rural: Distant","†","No","Yes","Yes",442,30.3,14.6,304,28
10306201362,10,103062,58,9,12,"ASHVILLE HIGH SCH","ST CLAIR COUNTY","ST. CLAIR COUNTY","33215 US HIGHWAY 231","ASHVILLE","AL",35953,5841,2055947943,42,"Rural: Distant","†","No","Yes","Yes",372,25.3,14.7,186,39
10306200322,13,103062,58,5,8,"ASHVILLE MIDDLE SCH","ST CLAIR COUNTY","ST. CLAIR COUNTY","P O BOX 340","ASHVILLE","AL",35953,340,2055947044,42,"Rural: Distant","†","No","Yes","Yes",367,18.76,19.6,205,37
10012001471,10,100120,107,"KG",4,"ATHENS ELEM SCH","ATHENS CITY","LIMESTONE COUNTY","515 N MADISON ST","ATHENS","AL",35611,1749,2562336609,32,"Town: Distant","†","No","Yes","Yes",366,33.65,10.9,240,18
10012001472,30,100120,107,9,12,"ATHENS HIGH SCH","ATHENS CITY","LIMESTONE COUNTY","P O BOX 109","ATHENS","AL",35612,109,2562336613,41,"Rural: Fringe","†","No","No","†",879,58,15.2,260,37
10012000522,15,100120,107,5,6,"ATHENS INTERMEDIATE SCH","ATHENS CITY","LIMESTONE COUNTY","1916 US HWY 72 W.","ATHENS","AL",35611,3505,2562302880,32,"Town: Distant","†","No","No","†",505,29.2,17.3,226,32
10012001473,20,100120,107,7,8,"ATHENS MIDDLE SCH","ATHENS CITY","LIMESTONE COUNTY","601 S CLINTON ST","ATHENS","AL",35611,3505,2562336620,32,"Town: Distant","†","No","No","†",471,25.5,18.5,189,26
10021000053,5,100210,110,"KG","KG","AUBURN EARLY ED CTR","AUBURN CITY","LEE COUNTY","721 E UNIVERSITY DR","AUBURN","AL",36830,6060,3348874950,13,"City: Small","†","No","Yes","Yes",614,29,21.2,129,16
10021001263,6000,100210,110,5,12,"AUBURN FARM CTR","AUBURN CITY","LEE COUNTY","405 S DEAN RD","AUBURN","AL",36830,,3348872110,13,"City: Small","†","–","†","†","†",0,"†","†","†"
10021000036,10,100210,110,10,12,"AUBURN HIGH SCH","AUBURN CITY","LEE COUNTY","405 S DEAN RD","AUBURN","AL",36830,6201,3348874970,13,"City: Small","†","No","No","†",1413,90,15.7,287,43
10021000037,20,100210,110,8,9,"AUBURN JR HIGH SCH","AUBURN CITY","LEE COUNTY","332 SAMFORD AVE","AUBURN","AL",36830,7420,3348871960,13,"City: Small","†","No","No","†",999,69.5,14.4,253,33
10237001618,50,102370,49,"PK",12,"AUGUSTA EVANS SCH","MOBILE COUNTY","MOBILE COUNTY","100 N FLORIDA ST","MOBILE","AL",36607,3010,2512215400,12,"City: Midsize","†","No","No","†",218,46,4.7,150,16
10117000426,10,101170,127,9,12,"AUSTIN HIGH SCH","DECATUR CITY","MORGAN COUNTY","1625 DANVILLE RD SW","DECATUR","AL",35601,5462,2565523060,13,"City: Small","†","No","No","†","†",104.1,"†","†","†"
10117000427,20,101170,127,"PK",5,"AUSTINVILLE ELEM SCH","DECATUR CITY","MORGAN COUNTY","2320 CLARA AVE SW","DECATUR","AL",35601,6316,2565523050,13,"City: Small","†","No","Yes","Yes","†",32,"†","†","†"
10024000587,10,100240,1,3,12,"AUTAUGA CO ALT SCH","AUTAUGA COUNTY","AUTAUGA COUNTY","153 W 4TH ST","PRATTVILLE","AL",36067,,3343613833,31,"Town: Fringe","†","No","No","†","–",1,"†","–","–"
10024000590,6000,100240,1,8,12,"AUTAUGA CO TECH CTR","AUTAUGA COUNTY","AUTAUGA COUNTY","1301 UPPER KINGSTON RD","PRATTVILLE","AL",36067,,3343610258,41,"Rural: Fringe","†","No","†","†","†",0,"†","†","†"
10024001408,15,100240,1,"KG",12,"AUTAUGAVILLE SCH","AUTAUGA COUNTY","AUTAUGA COUNTY","P O BOX 99","AUTAUGAVILLE","AL",36003,,3343658329,42,"Rural: Distant","†","No","Yes","Yes",339,24,14.1,295,17
10039000103,10,100390,114,"KG",5,"AVONDALE ELEM SCH","BIRMINGHAM CITY","JEFFERSON COUNTY","4000 8TH CT S","BIRMINGHAM","AL",35222,3617,2052317130,12,"City: Midsize","†","No","Yes","Yes",494,32,15.4,289,18
10192000684,50,101920,37,"KG",8,"BAGLEY JR HIGH","JEFFERSON COUNTY","JEFFERSON COUNTY","8581 TATE MILL RD","DORA","AL",35062,1912,2053792500,41,"Rural: Fringe","†","No","No","†",570,50.4,11.3,186,36
10237000899,100,102370,49,9,12,"BAKER HIGH SCH","MOBILE COUNTY","MOBILE COUNTY","8901 AIRPORT BLVD","MOBILE","AL",36608,9503,2512213000,21,"Suburb: Large","†","No","No","†",2168,118,18.4,669,101
10243001776,20,102430,51,6,8,"BALDWIN ART AND ACADCS MAGNET","MONTGOMERY COUNTY","MONTGOMERY COUNTY","410 S MCDONOUGH ST","MONTGOMERY","AL",36104,4226,3342693870,12,"City: Midsize","†","Yes","No","†",582,"†","†",84,27
10027001554,30,100270,2,6,12,"BALDWIN CO ALT SCH","BALDWIN COUNTY","BALDWIN COUNTY","6925 TWIN BEECH RD","FAIRHOPE","AL",36532,,2519285172,41,"Rural: Fringe","†","No","†","†","†",0,"†","†","†"
10027001810,5,100270,2,9,12,"BALDWIN CO HIGH SCH","BALDWIN COUNTY","BALDWIN COUNTY","ONE TIGER DR","BAY MINETTE","AL",36507,3300,2519372341,32,"Town: Distant","†","No","No","†",1186,67.83,17.5,495,80
10345001305,30,103450,64,5,8,"BANKHEAD MIDDLE SCH","WALKER COUNTY","WALKER COUNTY","110 SCHOOL ROAD","CORDOVA","AL",35550,1428,2054837245,42,"Rural: Distant","†","No","Yes","Yes",300,20,15,166,24
10039000105,30,100390,114,6,9,"BANKS MIDDLE SCHOOL","BIRMINGHAM CITY","JEFFERSON COUNTY","721 86TH ST S","BIRMINGHAM","AL",35206,2813,2052315190,12,"City: Midsize","†","No","†","†","†",0,"†","†","†"
10279001110,10,102790,55,"PK",8,"BANKS SCH","PIKE COUNTY","PIKE COUNTY","9769 N. U. S. HWY. 29","BANKS","AL",36005,9201,3342435514,42,"Rural: Distant","†","No","Yes","Yes",352,26,13.5,184,32
10117000432,70,101170,127,"PK",5,"BANKS-CADDELL ELEM SCH","DECATUR CITY","MORGAN COUNTY","211 GORDON DRIVE SE","DECATUR","AL",35601,1037,2565523040,13,"City: Small","†","No","Yes","Yes","†",37.5,"†","†","†"
10030000074,20,100300,3,9,12,"BARBOUR CO HIGH SCH","BARBOUR COUNTY","BARBOUR COUNTY","P O BOX 339","CLAYTON","AL",36016,339,3347753545,43,"Rural: Remote","†","No","Yes","Yes",334,22,15.2,320,1
10030001641,35,100300,3,3,5,"BARBOUR CO INTERMEDIATE SCH","BARBOUR COUNTY","BARBOUR COUNTY","PO BOX 429","LOUISVILLE","AL",36048,429,3342665643,43,"Rural: Remote","†","No","Yes","Yes",235,12,19.6,206,17
10030001478,25,100300,3,"PK",2,"BARBOUR CO PRIMARY SCH","BARBOUR COUNTY","BARBOUR COUNTY","P O BOX 549","CLAYTON","AL",36016,549,3347753404,43,"Rural: Remote","†","No","Yes","Yes",265,24,11,212,7
10030001557,40,100300,3,6,8,"BARBOUR COUNTY MIDDLE SCHOOL","BARBOUR COUNTY","BARBOUR COUNTY","PO BOX 459","LOUISVILLE","AL",36048,,3342666151,43,"Rural: Remote","†","No","Yes","Yes",239,23,10.4,215,14
10173000328,5,101730,156,"KG",5,"BARKLEY BRIDGE ELEM SCH","HARTSELLE CITY","MORGAN COUNTY","2333 BARKLEY BRIDGE RD","HARTSELLE","AL",35640,5119,2567731931,31,"Town: Fringe","†","No","No","†",397,31.42,12.6,50,22
10039000106,40,100390,114,"KG",5,"BARRETT ELEM SCH","BIRMINGHAM CITY","JEFFERSON COUNTY","7601 DIVISION AVE","BIRMINGHAM","AL",35206,4212,2052318130,12,"City: Midsize","†","No","Yes","Yes",489,30,16.3,309,8
10027001708,15,100270,2,"PK",3,"BAY MINETTE ELEM SCH","BALDWIN COUNTY","BALDWIN COUNTY","800 BLACKBURN AVE","BAY MINETTE","AL",36507,3754,2519377651,32,"Town: Distant","†","No","Yes","Yes",573,49.4,11.6,310,28
10027000012,10,100270,2,4,6,"BAY MINETTE INTERMEDIATE SCH","BALDWIN COUNTY","BALDWIN COUNTY","600 BLACKBURN AVENUE","BAY MINETTE","AL",36507,3768,2515800678,32,"Town: Distant","†","No","Yes","Yes",422,24.81,17,254,31
10027001859,12,100270,2,7,8,"BAY MINETTE MIDDLE SCH","BALDWIN COUNTY","BALDWIN COUNTY","1311 W 13TH ST","BAY MINETTE","AL",36507,,2515802960,41,"Rural: Fringe","†","No","No","†",513,28.47,18,272,45
10318000577,21,103180,61,"KG",6,"BB COMER MEMORIAL ELEM SCH","TALLADEGA COUNTY","TALLADEGA COUNTY","803 SEMINOLE AVE","SYLACAUGA","AL",35150,,2563155430,32,"Town: Distant","†","No","Yes","Yes",544,41.82,13,405,28
